Player,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,id,type,appearances,goalsPrevented,Value,Positions,Height,Main position
Nicolas Dominguez,5.66,40.0,22.0,0.0,0.0,0.0,0.0,0.4144288040380304,0.0,382.0,70.0,706.0,157.84262306687737,14.0,132.0,168.0,4.0,0.0,36.26646975811224,14.0,12.0,4.0,0.0,0.0,0.0,126.0,10.0,4.0,0.0,16.0,88.0,8.0,11.050383725216465,24.0,72.66901393348039,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,14.0,28.891357437687788,16.0,0.0,0.0,0.0,86.0,0.0,18.0,24.0,322.0,8.0,18.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,64.0,2.0,0.0,0.0,0.0,4.0,16.0,20.0,87.86819134343105,0.0,0.0,0.0,0.0,66.0,414.0,0.0,0.7576721490494244,0.0,32.0,1510836.0,overall,12.0,0.0,€17.00m,"['Central Midfield', 'Defensive Midfield', 'Left Midfield']","1,79 m",Central Midfield
Nicolas Jackson,7.58,102.3,24.0,14.0,4.0,4.0,2.0,0.1794216982545566,14.0,238.0,66.0,16.0,30.99698530962678,26.0,96.0,76.0,14.0,0.0,24.3149894961444,0.0,2.0,2.0,0.0,0.0,0.0,56.0,50.0,24.0,2.0,14.0,15.48187206826526,10.0,46.0,36.0,70.31220305403761,704.0,20.57267285452183,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,22.0,0.0,0.0,0.0,10.0,2.0,104.0,12.0,0.0,0.0,10.0,100.0,12.0,0.0,2.0,122.0,14.0,10.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,64.0,10.0,0.0,0.0,0.0,6.0,22.0,0.0,23.187162451364813,228.9850831377024,0.0,0.0,0.0,24.0,168.0,0.0,8.426867492613894,0.0,26.0,1516484.0,overall,6.0,0.0,€40.00m,"['Centre-Forward', 'Right Winger', 'Left Winger']","1,87 m",Centre-Forward
Nikola Milenkovic,0.0,22.0,12.0,0.0,0.0,6.0,0.0,0.476935124424184,0.0,322.0,58.0,740.0,12.77108080610249,268.0,138.0,24.0,6.0,0.0,60.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,14.0,16.0,60.014748630517786,6.0,4.436094919219215,84.0,125.3842028186331,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,16.0,26.0760076824655,52.0,0.0,0.0,0.0,98.0,0.0,0.0,10.0,456.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,6.0,0.0,0.0,42.0,20.0,0.0,0.0,0.0,110.0,24.0,4.0,44.0,0.0,0.0,0.0,0.0,28.0,196.0,0.0,0.4619609426466062,0.0,60.0,1527025.0,overall,4.0,0.0,€18.00m,"['Centre-Back', 'Right-Back']","1,95 m",Centre-Back
Noni Madueke,6.43,85.4,14.0,2.0,2.0,12.0,0.0,1.636997500859823,6.0,178.0,0.0,70.0,151.40885296384977,6.0,272.0,72.0,6.0,22.0,9.922008599481089,16.0,0.0,4.0,0.0,0.0,2.0,28.6749509658075,82.0,38.0,22.0,14.0,38.82804441965142,4.0,36.0,78.0,27.78210547012403,1606.0,2.006365095347144,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,24.0,8.0,0.0,4.0,0.0,2.0,44.0,0.0,0.0,0.0,8.0,170.0,6.0,16.0,10.0,32.0,6.0,14.0,4.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,24.0,32.0,84.0,0.0,0.0,0.0,0.0,8.0,18.0,12.0,35.72134510854785,71.71628264188323,0.0,0.0,0.0,58.0,258.0,0.0,6.047139781996125,0.0,46.0,1532743.0,overall,10.0,0.0,€35.00m,['Right Winger'],"1,82 m",Right Winger
Noussair Mazraoui,6.54,70.6,16.0,0.0,0.0,0.0,0.0,0.6221598521626001,0.0,708.0,10.0,1156.0,125.38727971935894,148.0,218.0,36.0,6.0,28.0,58.0,34.0,10.0,0.0,0.0,0.0,0.0,42.70916820710569,2.0,0.0,0.0,6.0,118.35218423296796,12.0,52.67141677845528,176.0,5.6362411827475825,1886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,32.0,49.92012429645599,12.0,0.0,0.0,0.0,64.0,2.0,76.0,0.0,14.0,8.0,30.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,10.0,36.0,8.0,0.0,0.0,0.0,54.0,16.0,10.0,102.70185659397453,0.0,0.0,0.0,0.0,774.0,48.0,0.0,0.3077481019401541,2.0,66.0,1507918.0,overall,20.0,0.0,€30.00m,"['Right-Back', 'Left-Back', 'Central Midfield']","1,83 m",Right-Back
Odsonne Edouard,7.19,19.2,2.0,0.0,0.0,0.0,0.0,0.0220727595688252,0.0,26.0,0.0,28.0,85.90891992730275,8.0,24.0,10.0,0.0,0.0,2.095453801530681,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.561725372658906,0.0,43.264954933710655,8.0,1.6633578194932603,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,146.0,2.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,90.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,12.0,18.0,0.0,0.5780518132884838,0.0,6.0,1515040.0,overall,10.0,0.0,€18.00m,['Centre-Forward'],"1,87 m",Centre-Forward
Ola Aina,6.7,186.9,10.0,0.0,2.0,0.0,0.0,2.050781250029938,0.0,374.0,164.0,456.0,150.0989549330156,290.0,110.0,72.0,4.0,16.0,42.13570426408473,52.0,16.0,0.0,0.0,0.0,4.0,28.966692641595163,0.0,0.0,0.0,22.0,0.5041354387961405,4.0,62.91769178717996,88.0,73.60253125677056,1368.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,35.44091700314466,46.0,0.0,0.0,8.0,64.0,0.0,6.0,22.0,288.0,20.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,8.0,30.0,52.0,60.0,12.0,0.0,0.0,0.0,16.0,18.0,14.0,64.00703998391123,2194.0,0.0,0.0,0.0,118.0,316.0,0.0,0.1032206642103974,0.0,134.0,1510797.0,overall,22.0,0.0,€12.00m,"['Right-Back', 'Left-Back', 'Right Midfield']","1,84 m",Right-Back
Oleksandr Zinchenko,6.57,52.2,10.0,0.0,0.0,0.0,0.0,0.1552135084099535,0.0,38.0,16.0,328.0,51.54425952867019,60.0,70.0,8.0,0.0,0.0,66.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,2.0,56.93215247474113,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,4.0,442.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,98.0,0.0,0.079791357292982,0.0,20.0,1509865.0,overall,6.0,0.0,€35.00m,"['Left-Back', 'Left Midfield', 'Central Midfield']","1,75 m",Left-Back
Ollie Watkins,7.08,16.4,8.0,8.0,2.0,18.0,4.0,0.1298847910887323,18.0,4.0,4.0,248.0,64.07932398931744,54.0,64.0,82.0,16.0,0.0,45.41902493620172,6.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,14.0,18.0,16.0,48.119590596992055,22.0,0.7924377865812602,84.0,11.775332587686044,1490.0,5.215645827961115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,34.0,0.0,0.0,0.0,8.0,114.0,8.0,6.0,2.0,490.0,4.0,14.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,184.0,0.0,18.0,16.0,4.0,14.0,34.0,0.0,0.0,0.0,0.0,32.0,0.0,42.0,147.77887090995142,0.0,0.0,0.0,48.0,12.0,0.0,15.677349603801227,0.0,8.0,1511954.0,overall,2.0,0.0,€65.00m,['Centre-Forward'],"1,80 m",Centre-Forward
Pablo Sarabia,6.15,56.8,4.0,0.0,0.0,2.0,0.0,0.7315688644602636,0.0,74.0,14.0,128.0,50.7599475131164,44.0,22.0,28.0,2.0,4.0,124.35882548288087,8.0,2.0,0.0,0.0,0.0,0.0,16.0,6.0,4.0,0.0,10.0,126.0,0.0,28.0,8.0,4.0,76.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,75.23830095387139,0.0,0.0,0.0,2.0,74.0,0.0,4.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,12.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,114.0,150.0,0.0,0.0,0.0,14.0,64.0,0.0,2.585382395018537,0.0,0.0,1509923.0,overall,2.0,0.0,€8.00m,"['Right Winger', 'Left Winger', 'Attacking Midfield']","1,74 m",Right Winger
Pape Matar Sarr,6.91,162.1,8.0,0.0,0.0,0.0,0.0,0.2280440110129477,2.0,482.0,82.0,528.0,107.74436768667556,14.0,374.0,182.0,10.0,2.0,4.0,38.0,10.0,2.0,0.0,0.0,0.0,22.0,12.0,6.0,4.0,28.0,33.93130046218817,22.0,22.15583283628528,90.0,94.76182923263072,814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,55.41477603911365,4.0,0.0,0.0,6.0,166.0,4.0,12.0,0.0,490.0,28.0,26.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,4.0,78.0,14.0,0.0,0.0,0.0,6.0,4.0,2.0,43.138005489616575,0.0,0.0,0.0,0.0,216.0,316.0,0.0,0.4483341890277085,0.0,88.0,1520174.0,overall,20.0,0.0,€45.00m,"['Central Midfield', 'Defensive Midfield']","1,84 m",Central Midfield
Pau Torres,7.25,45.4,16.0,0.0,0.0,0.0,0.0,0.056574391981795,0.0,774.0,194.0,590.0,141.0646016358919,718.0,472.0,52.0,0.0,12.0,76.95993997855776,20.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,46.0,10.0,69.65785750844151,0.0,79.12041289476016,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,41.12010438550561,32.0,0.0,0.0,4.0,126.0,0.0,88.0,18.0,804.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,8.0,0.0,0.0,0.0,98.0,36.0,14.0,108.15563567244357,0.0,0.0,0.0,0.0,766.0,102.0,0.0,0.4278616282031148,8.0,44.0,1511966.0,overall,6.0,0.0,€45.00m,['Centre-Back'],"1,92 m",Centre-Back
Paul Onuachu,7.36,40.6,6.0,0.0,0.0,0.0,0.0,0.0154267099281028,0.0,10.0,12.0,16.0,18.797106249771034,10.0,0.0,0.0,0.0,6.0,16.019457274671765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,47.89911230548046,30.0,104.36348626737204,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,8.0,36.0,0.0,0.0,0.0,124.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,0.0,0.1125800299891599,0.0,4.0,1622498.0,overall,0.0,0.0,€13.00m,['Centre-Forward'],"2,01 m",Centre-Forward
Pedro Porro,6.34,178.0,14.0,0.0,0.0,0.0,0.0,2.454407977726334,2.0,382.0,46.0,32.0,141.2264124488887,284.0,324.0,308.0,24.0,6.0,15.213241181668238,24.0,2.0,2.0,0.0,0.0,8.0,42.0,34.0,0.0,10.0,66.0,27.313188637448658,6.0,24.40242743593691,72.0,62.54551612544527,468.0,9.101469393528546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,46.0,55.69146382409298,42.0,0.0,0.0,0.0,196.0,4.0,12.0,22.0,1126.0,6.0,10.0,0.0,0.0,28.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,34.0,10.0,70.0,62.0,10.0,0.0,0.0,0.0,54.0,20.0,6.0,134.9506417803289,170.2460783420138,0.0,0.0,0.0,66.0,76.0,0.0,0.2924881107562709,0.0,108.0,1520158.0,overall,8.0,0.0,€45.00m,"['Right-Back', 'Right Midfield']","1,73 m",Right-Back
Pervis Estupinan,7.04,29.9,8.0,0.0,0.0,0.0,0.0,2.300075651080175,0.0,442.0,88.0,354.0,128.50288467026,312.0,210.0,92.0,10.0,6.0,34.131209771143105,2.0,20.0,0.0,0.0,0.0,8.0,73.256317761795,2.0,0.0,2.0,8.0,5.6650671454814585,6.0,128.0,46.0,19.647724709646667,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,35.24059675436492,30.0,0.0,0.0,6.0,106.0,6.0,4.0,2.0,1208.0,2.0,16.0,0.0,0.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,14.0,10.0,42.0,42.0,10.0,0.0,0.0,0.0,8.0,14.0,0.0,36.28109831571401,0.0,0.0,0.0,0.0,294.0,268.0,0.0,0.1579372597315096,0.0,28.0,1540662.0,overall,4.0,0.0,€30.00m,"['Left-Back', 'Left Midfield']","1,75 m",Left-Back
Philip Billing,6.09,21.4,2.0,0.0,0.0,0.0,0.0,0.5647642559432393,0.0,6.0,4.0,30.0,91.8518307370073,2.0,18.0,10.0,0.0,0.0,112.0,6.0,0.0,0.0,0.0,0.0,0.0,52.68668024007388,0.0,0.0,0.0,4.0,114.0,0.0,99.23439311969848,12.0,75.42933477522797,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,4.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,8.0,1510841.0,overall,6.0,0.0,€18.00m,"['Central Midfield', 'Defensive Midfield', 'Attacking Midfield']","1,93 m",Central Midfield
Raheem Sterling,7.28,10.8,4.0,0.0,0.0,0.0,0.0,0.1822521883073901,0.0,20.0,2.0,38.0,94.50516887401066,2.0,0.0,32.0,2.0,6.0,86.71669898323381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,17.121535511404034,0.0,0.0,12.0,4.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,0.0,4.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.3184724797239201,0.0,2.0,1587692.0,overall,0.0,0.0,€35.00m,"['Left Winger', 'Right Winger', 'Centre-Forward']","1,70 m",Left Winger
Ramon Sosa,6.2,88.2,2.0,0.0,0.0,0.0,0.0,0.4924975943498813,0.0,28.0,6.0,0.0,0.0,14.0,36.0,34.0,8.0,4.0,20.07779756793414,4.0,0.0,0.0,0.0,0.0,0.0,2.175824464653413,6.0,2.0,0.0,14.0,40.0,0.0,20.0,0.0,68.0,194.0,1.097553200882469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,93.21339324643417,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,116.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,16.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,88.78745168323618,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0206520462906596,0.0,10.0,1541733.0,overall,10.0,0.0,€13.00m,"['Left Winger', 'Right Winger']","1,79 m",Left Winger
Rasmus Højlund,6.94,14.0,4.0,0.0,0.0,0.0,0.0,0.003771281180688,0.0,140.0,14.0,60.0,88.0,50.0,18.0,42.0,2.0,0.0,15.254220347932431,0.0,0.0,0.0,0.0,0.0,0.0,48.0,4.0,2.0,0.0,16.0,13.91403170080642,0.0,22.228564587440513,6.0,12.650450183673648,616.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,48.0,2.0,2.0,2.0,136.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,16.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,406.0,0.0,0.0,0.0,8.0,114.0,0.0,1.6778172545499332,0.0,26.0,1598081.0,overall,10.0,0.0,€65.00m,['Centre-Forward'],"1,91 m",Centre-Forward
Raul Jimenez,6.31,34.9,8.0,4.0,0.0,10.0,0.0,2.614288756171815,4.0,204.0,80.0,26.0,97.46433644176813,26.0,80.0,8.0,10.0,6.0,58.00275267149861,14.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,8.0,12.0,3.22403380802497,14.0,65.33149563958042,22.0,9.360394045039968,838.0,0.1352729256510692,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,54.0,6.0,0.0,2.0,2.0,4.0,77.49107990965973,4.0,0.0,0.0,22.0,34.0,2.0,18.0,10.0,606.0,12.0,18.0,0.0,0.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,4.0,8.0,2.0,88.0,60.0,0.0,0.0,0.0,12.0,16.0,6.0,94.0,283.466614492598,0.0,0.0,0.0,36.0,14.0,0.0,1.6001953082783746,0.0,30.0,1507902.0,overall,2.0,0.0,€5.00m,['Centre-Forward'],"1,87 m",Centre-Forward
Rayan Ait Nouri,5.58,108.8,20.0,4.0,0.0,0.0,2.0,1.0935368445236993,8.0,686.0,72.0,214.0,35.664815212982504,222.0,304.0,136.0,18.0,30.0,68.14699600493607,40.0,0.0,4.0,0.0,0.0,0.0,16.73703451126405,16.0,0.0,6.0,128.0,62.7536763395325,4.0,83.48903466656449,52.0,34.503943923008414,78.0,25.652370466950547,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,4.0,0.0,0.0,0.0,16.0,11.58530946933648,6.0,0.0,0.0,24.0,34.0,2.0,26.0,10.0,216.0,24.0,12.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,18.0,72.0,36.0,108.0,4.0,0.0,0.0,0.0,18.0,18.0,0.0,117.19171075938787,102.0,0.0,0.0,0.0,348.0,182.0,0.0,1.6478226548761603,0.0,80.0,1509875.0,overall,24.0,0.0,0,0,0,0
Reece James,6.72,8.7,4.0,0.0,0.0,0.0,0.0,0.2128051715962288,0.0,190.0,2.0,174.0,149.67977180830928,28.0,40.0,40.0,0.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,10.266859892671969,0.0,0.0,0.0,0.0,53.98721437793477,10.0,64.0,18.0,106.7914027904886,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,32.0,2.0,0.0,0.0,0.0,44.0,0.0,16.0,12.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,18.0,6.0,4.0,0.0,0.0,0.0,28.0,6.0,2.0,52.0,0.0,0.0,0.0,0.0,96.0,100.0,0.0,0.0,0.0,10.0,1633403.0,overall,0.0,0.0,€35.00m,"['Right-Back', 'Centre-Back', 'Right Midfield']","1,80 m",Right-Back
Reiss Nelson,8.2,91.3,6.0,0.0,2.0,0.0,0.0,1.0990873992391856,2.0,138.0,6.0,298.0,104.30782766298697,66.0,120.0,186.0,18.0,16.0,94.0,0.0,2.0,0.0,0.0,0.0,8.0,54.45926304914204,14.0,10.0,0.0,58.0,76.77154817643057,0.0,0.0,18.0,42.02890577071494,922.0,11.53858367695279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.306368231986866,0.0,0.0,0.0,4.0,110.0,8.0,16.0,4.0,736.0,10.0,2.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,24.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,8.98939006442977,608.0,0.0,0.0,0.0,106.0,182.0,0.0,1.8723926691812935,0.0,44.0,1531013.0,overall,16.0,0.0,€15.00m,"['Right Winger', 'Left Winger', 'Attacking Midfield']","1,75 m",Right Winger
Renato Veiga,7.28,23.5,4.0,0.0,0.0,0.0,0.0,0.1528295376530259,0.0,100.0,16.0,52.0,154.25023822983997,120.0,32.0,20.0,0.0,4.0,22.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,16.0,32.0,4.0,42.0,24.0,76.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,26.494649819603424,0.0,0.0,0.0,0.0,24.0,0.0,4.0,2.0,122.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,23.589942611100327,0.0,0.0,0.0,0.0,148.0,62.0,0.0,0.1749690907215341,0.0,14.0,1516470.0,overall,0.0,0.0,€8.00m,"['Centre-Back', 'Defensive Midfield', 'Left-Back']","1,90 m",Centre-Back
