,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,id,type,appearances,goalsPrevented
Craig Dawson,6.59,100.6,4,0,0,0,0,0.09935400225694313,0,150,44,22,141.5747764986559,102,70,8,2,0,46.95169943125447,0,12,2,0,0,0,0,0,0,2,22,39.64520734082966,24,84.79015252222564,30,109.76855481976392,438,0,0,0,0,0,0,0,0,0,2,0,0,0,0,30,17.186805910789815,36,0,0,0,6,0,62,22,32,4,6,0,0,4,0,0,0,0,0,0,0,0,0,24,6,0,0,0,0,0,16,0,0,0,2,0,24,12,0,0,0,76,0,2,1.7715081561543151,0,0,0,0,144,144,0,0.37107998725285024,8,14,1509917,overall,16,
José Sá,7.01,102.8,0,0,0,0,0,0.023245655640329783,0,240,26,390,78.06859677529039,0,62,0,0,4,166,0,0,0,0,0,0,0,0,0,0,10,50,0,54,0,68,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,39.95765931063528,8,0,0,0,38,0,26,12,558,2,0,0,0,0,0,0,0,6,0,2,0,10,12,16,2,4,4,8,6,2,4,0,0,0,0,0,2,0,0,0,0,138,38,0,0,0,0,0,14,100,178,0,,68,38,1509881,overall,10,-0.8469512939042865
Sam Johnstone,6.92,34.2,4,0,0,0,0,0.010720043946645778,0,28,44,306,107.70549072313935,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,2,48,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,32,4,0,0,0,120,0,14,8,426,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,2,144,82,0,,12,70,1541737,overall,2,-2.8051716991664977
André,7.23,89.1,10,0,0,0,0,0.026316640975155597,0,526,38,344,56.2743211877997,96,96,62,4,0,24,48,10,2,0,0,0,0,0,0,0,50,124.22063716349078,0,0,56,34.22587507944194,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,125.95847777345514,14,0,0,10,32,0,20,8,128,20,2,0,0,2,0,0,0,0,0,0,0,0,0,22,6,0,0,0,0,0,10,0,0,4,10,0,6,2,0,0,0,32,32,30,116.72196820493748,0,0,0,0,272,172,0,0.11996312579626583,0,32,1541738,overall,2,
Pablo Sarabia,6.15,56.8,4,0,0,2,0,0.7315688644602636,0,74,14,128,50.7599475131164,44,22,28,2,4,124.35882548288089,8,2,0,0,0,0,16,6,4,0,10,126,0,28,8,4,76,40,0,0,0,0,0,0,0,0,4,0,0,0,0,4,75.23830095387139,0,0,0,2,74,0,4,0,72,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,14,0,0,0,0,2,0,2,114,150,0,0,0,14,64,0,2.585382395018537,0,0,1509923,overall,2,
Jean-Ricner Bellegarde,7.52,148.4,8,0,0,0,0,0.03134441895676099,0,162,40,310,126.85436923228944,10,70,40,12,2,31.50926251666313,2,0,2,0,0,0,18.66695730920956,8,2,2,48,9.660422482666917,0,15.5431371358905,18,34.40897147655764,388,24.199075628320713,0,0,0,0,0,0,0,0,2,0,0,0,0,4,95.05098348143378,6,0,0,6,144,0,2,4,258,0,18,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,24,6,74,16,0,0,0,8,6,2,114.17119650386138,432,0,0,0,32,6,0,0.0325939688670735,0,6,1509885,overall,16,
Mario Lemina,6.04,91.4,16,0,0,0,4,1.6911030098343802,6,764,128,0,118.80148896837353,90,62,108,14,8,22.718082558775578,30,28,2,0,0,4,55.58165888980001,20,4,2,112,101.86101752845366,12,51.94307191272566,112,51.270043373692516,1066,2.6128255783598853,0,0,0,0,0,0,0,0,2,10,0,0,0,46,29.1389833441959,44,0,0,10,168,2,18,6,158,4,12,0,0,2,2,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,14,0,0,0,8,4,54,8,0,0,0,96,62,26,40.24494436839991,1454,0,0,0,546,348,0,0.6095408129914868,0,88,1509869,overall,6,
Matt Doherty,5.51,1.6,0,0,0,0,0,0.24933952571305673,0,162,22,214,133.73447297031788,60,40,28,2,0,46,2,2,0,0,0,0,0,0,0,0,18,41.940353069200555,0,31.09670539584019,14,0.8389386196093369,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.74972209280174,2,0,0,0,92,0,10,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,2,0,6,6,0,0,0,4,2,0,90,0,0,0,0,0,42,0,0.026669548038658217,0,4,1509915,overall,8,
Adama Traoré,8.23,38.8,0,0,6,2,0,4.047152680240563,0,212,62,348,72.42426749002735,4,312,24,26,42,62.93342886108858,0,0,0,0,0,2,21.707868565947077,4,12,2,50,30.57434815706749,10,40,48,59.93682761799434,1296,3.240413535745734,0,0,0,0,0,0,0,0,16,2,0,0,0,2,46.89105650359508,2,0,0,4,142,8,0,2,206,12,14,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,20,28,52,34,8,0,0,0,12,0,8,111.24526187694038,766,0,0,0,42,98,0,2.6357789159380127,0,32,1507908,overall,4,
Raúl Jiménez,6.31,34.9,8,4,0,10,0,2.614288756171815,4,204,80,26,97.46433644176813,26,80,8,10,6,58.00275267149861,14,4,0,0,0,0,0,18,20,8,12,3.22403380802497,14,65.33149563958042,22,9.360394045039968,838,0.1352729256510692,0,0,0,0,0,0,6,0,54,6,0,2,2,4,77.49107990965973,4,0,0,22,34,2,18,10,606,12,18,0,0,2,16,8,0,0,0,0,0,0,0,14,2,0,0,0,0,0,14,2,0,4,8,2,88,60,0,0,0,12,16,6,94,283.466614492598,0,0,0,36,14,0,1.6001953082783746,0,30,1507902,overall,2,
Reiss Nelson,8.2,91.3,6,0,2,0,0,1.0990873992391856,2,138,6,298,104.30782766298697,66,120,186,18,16,94,0,2,0,0,0,8,54.45926304914204,14,10,0,58,76.77154817643057,0,0,18,42.02890577071494,922,11.53858367695279,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9.306368231986866,0,0,0,4,110,8,16,4,736,10,2,0,0,8,0,4,0,0,0,0,0,0,0,10,4,0,0,0,0,0,6,0,0,2,24,0,0,4,0,0,0,0,6,2,8.98939006442977,608,0,0,0,106,182,0,1.8723926691812938,0,44,1531013,overall,16,
Rodrigo Muniz,7.66,48.5,12,0,0,0,0,0.0660740353600798,0,44,0,2,141.69252346545315,12,58,4,10,0,34.06322168898255,0,0,0,0,0,0,0,4,0,8,30,14.693293500784819,8,20.67806260718904,22,15.322638694223642,874,6.749808912199706,0,0,0,0,0,0,0,0,12,0,0,0,0,4,93.12966385456022,8,0,0,12,54,2,2,2,28,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,4,0,66,18,0,0,0,10,12,0,20.933938794876013,128,0,0,0,4,30,0,1.506829220738032,0,8,1507872,overall,10,
Andreas Pereira,6.39,138.9,18,0,0,0,0,1.5369465803568878,0,158,106,494,72.96918787124118,162,110,42,58,4,116,10,4,0,0,0,22,31.131748370253852,14,10,8,32,60.56227860285841,12,39.40174253884021,8,33.33552092203312,214,7.2921602583544605,0,0,0,0,2,0,0,0,10,14,0,0,0,28,57.84976763484235,2,0,0,6,260,4,0,2,702,6,6,0,0,10,0,8,0,0,0,0,0,0,0,6,2,0,0,0,0,0,14,0,0,58,10,26,18,8,0,0,0,70,6,4,63.21535508029666,610,0,0,0,192,488,0,0.8075466705516732,0,58,1507884,overall,20,
Sander Berge,6.55,134.7,0,0,0,0,0,0.29923340347124017,0,22,34,524,98.75625756333817,136,278,72,16,0,44.6716095450671,0,2,0,0,0,0,0,0,0,0,14,54.55935338086239,22,124.67564250829527,4,19.89670665288954,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,92.34595642244126,16,0,0,6,58,2,12,2,632,0,10,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,12,4,0,36,4,0,0,0,36,12,6,62,0,0,0,0,150,284,0,0.07880689698478809,0,68,1541536,overall,0,
Harrison Reed,7.32,77.1,12,0,0,0,0,0.05508921010128734,0,24,2,18,24.61869710997567,10,20,14,0,0,0,6,0,0,0,0,0,24,0,0,0,10,50.97863931647322,0,39.00200944183672,10,29.753051678035547,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,62,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,0,0,0,0,2,2,70,0,0,0,0,4,52,0,9.451502002502318e-05,0,0,1507886,overall,4,
Timothy Castagne,7.89,23,2,0,0,0,0,0.02420349971895142,0,72,2,14,138.42821090883038,30,20,4,0,0,148,4,0,0,0,0,0,0,2,0,0,4,108,8,106.89619252737023,6,135.1643834986062,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,16,0,0,0,22,0,14,2,110,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,6,0,26,0,0,0,0,48,46,0,0.07450350898724248,0,4,1622416,overall,4,
Issa Diop,6.82,30,2,0,0,0,0,0.056949911287734786,0,418,22,244,18.034462611085857,166,32,8,2,0,114,0,0,0,0,0,0,0,0,0,0,0,86.59704436685695,4,110.02452932612289,16,101.61688703911555,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30.360567342199765,12,0,0,0,18,0,18,14,394,2,2,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,2,0,0,4,2,0,0,0,32,2,4,69.3613603699365,0,0,0,0,442,124,0,0.06153945919812809,0,10,1507912,overall,6,
Joshua King,5.48,10.6,0,0,0,0,0,0.002821935992736612,0,0,0,0,54,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.098526127102659,0,0,2,0.7924973652360165,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,,0,0,1689908,overall,0,
Bernd Leno,6.17,164,0,0,0,0,0,0.06126466927407221,0,750,50,870,17.38802438575098,542,28,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,110,0,118,2,120,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,9.650865203602464,6,0,2,0,108,0,6,4,824,0,0,0,0,0,0,0,0,58,0,0,0,40,10,4,0,14,8,8,2,0,16,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,6,378,110,0,,82,6,1507865,overall,22,-5.675322794025367
Joachim Andersen,7.42,107.7,0,0,0,0,0,0.028980434764557125,0,814,74,578,73.93758699978044,112,94,164,0,0,70,6,8,0,0,0,0,0,14,2,0,2,79.91731062512616,10,6,72,72.75103717816,108,0,0,0,0,0,0,0,0,0,0,2,0,0,0,86,44.35402983989686,62,0,0,0,82,0,92,78,924,10,6,0,0,6,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,6,0,0,0,0,2,4,22,0,0,0,10,2,4,62.45491933203195,0,0,0,0,30,260,0,0.02130055117776747,0,52,1514998,overall,4,
Alex Iwobi,6.8,115.3,2,8,8,2,2,4.417960038154565,6,584,130,658,153.2951651315908,184,320,132,42,30,1.600131174871187,34,8,0,0,0,10,8.687759804186308,8,24,4,10,37.499683288850974,0,18,42,65.35236177880225,704,34,0,0,0,0,0,0,6,0,10,2,0,0,2,26,14.481409387883744,0,0,0,30,54,6,80,18,650,6,2,0,0,0,0,4,0,0,0,0,0,0,0,2,8,0,0,0,0,0,22,0,0,16,76,2,88,0,0,0,0,66,12,20,44,327.6231516992987,0,0,0,264,796,0,1.171721440017497,0,100,1507880,overall,10,
Calvin Bassey,5.94,129.5,26,0,0,0,0,0.18386719760526596,0,1258,54,168,157.1334730279466,736,116,124,0,0,25.84477092495088,8,8,4,0,0,0,0,6,0,2,20,34.11349476268144,16,11.806116763025507,68,66.11532801384767,2294,0,0,0,0,0,0,0,0,0,4,0,0,0,0,50,1.8590320955032524,68,0,4,8,202,0,40,20,1132,24,10,0,0,2,0,2,0,0,2,0,0,0,0,8,6,0,0,0,0,0,18,0,0,0,2,0,56,22,0,0,0,16,12,10,10.905360057262655,0,0,0,0,382,490,0,0.38564511899072135,66,32,1507883,overall,26,
Harry Wilson,0,18,2,2,0,0,0,0.27464162628327815,4,82,0,4,56.433048150317376,16,40,26,0,2,30.306540250300003,4,0,2,0,0,0,42,0,0,2,0,0.7789357737394482,0,20,0,66,364,44,0,0,0,0,0,0,0,0,2,0,0,0,0,8,68.41380201808212,0,0,0,0,48,0,8,12,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6,16,2,0,0,0,6,0,2,46,13.041240583736425,0,0,0,28,122,0,0.4821122500494085,0,26,1507890,overall,8,
Kevin De Bruyne,7.45,3.4,10,2,4,0,0,2.2174701562403545,6,350,22,56,52,22,352,274,34,4,138,2,2,2,0,0,8,42.66540936262865,30,4,10,16,65.09134231459032,0,5.060552787467113,10,34,582,3.9777605726837546,0,0,0,0,4,0,0,0,0,18,0,0,0,26,149.673850306699,0,0,0,14,124,6,8,28,22,2,6,2,0,8,2,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,38,18,76,46,0,0,0,0,6,4,0,108,126.57736141672467,0,0,0,104,136,0,3.0702764073180298,0,20,1516490,overall,0,
Jack Grealish,6.24,69.1,6,0,0,0,0,0.8780162514703937,0,224,36,22,121.47666654809514,86,344,272,10,4,48.24283862435608,4,0,0,0,0,0,27.494877793431204,0,2,0,60,76.36466616068779,0,18.356750244810634,48,77.2416060748037,394,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,135.19979581650404,2,0,0,6,80,0,16,2,140,8,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,10,4,24,12,4,0,0,0,4,0,0,16,0,0,0,0,34,20,0,0.4723170608781295,0,26,1527220,overall,6,
Mateo Kovačić,7.03,22.9,4,4,2,0,0,0.720200490946278,0,1270,22,790,122.06986736653334,2,80,18,4,20,128.6910572315167,16,8,4,0,0,0,0,26,6,8,48,67.77350173486391,4,54,14,76.25166998269668,326,0,0,0,0,0,0,0,0,2,10,26,0,0,4,2,44.19815950115441,4,0,0,10,136,8,8,10,830,10,14,0,0,0,0,18,0,0,0,0,0,0,0,12,2,0,0,0,0,0,18,0,0,22,32,0,54,0,0,0,0,16,4,14,64.25417645759893,486.13609993792676,0,0,0,236,654,0,0.15050697975674332,0,48,1516486,overall,18,
Savinho,6.19,132.8,10,0,0,0,2,2.5649837681743275,0,146,72,484,75.17631839448364,28,100,304,38,42,101.93790074307555,10,0,2,0,0,4,32.913392886101455,28,4,8,10,40.76876880178407,0,0,28,80.96142211124831,1102,0,0,0,0,0,0,0,0,0,6,10,0,0,0,8,49.98535796431102,0,0,0,10,204,6,4,18,936,18,14,0,0,2,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,12,0,0,18,10,82,54,0,0,0,0,22,0,4,88.16863646035239,0,0,0,0,34,110,0,0.9271154227596192,0,48,1516482,overall,16,
James McAtee,0,0,0,0,0,0,0,0.00907062790904433,0,4,0,0,172,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,1527224,overall,2,
Joško Gvardiol,8.77,142.9,6,2,0,2,0,0.5828086770882672,4,332,66,1440,123.82537351664287,66,188,390,2,0,72,32,10,0,0,0,2,16,16,4,0,54,47.22888708183,12,27.197748303462227,94,4.060579065844344,1752,18,0,0,0,0,0,0,0,0,10,4,0,0,2,28,29.55315836815585,22,0,0,4,44,8,28,14,1610,8,8,0,0,2,0,10,0,0,2,0,0,0,0,8,0,0,0,0,0,0,2,0,0,18,24,4,4,24,0,0,0,22,10,0,130.10719857273023,136.2810378487805,0,0,0,236,92,6,2.243435680219365,0,56,1516502,overall,14,
Rúben Dias,7.49,15.9,16,0,0,0,0,1.3275256584514965,0,836,16,1732,21.101383716890354,764,910,316,6,0,0,10,16,0,0,0,0,0,4,4,10,4,7.615134055950499,24,132,48,80.82611912250212,538,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,55.48381712807873,0,0,0,0,4,0,30,8,730,4,8,0,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,10,0,0,4,0,0,2,6,0,0,0,46,10,6,71.47776252165892,0,0,0,0,216,630,0,0.7530190721677983,4,8,1516476,overall,10,
John Stones,6.74,43.9,0,2,0,0,0,0.13026561302276507,0,56,44,262,87.36106649245414,22,78,60,0,0,0,6,2,0,0,0,0,0,2,2,0,0,78,8,10.157930785826338,8,12.739737664820325,204,196,0,0,0,0,0,0,0,0,0,0,0,0,0,6,110,14,0,0,0,42,0,4,2,316,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,6,4,0,0,0,8,0,2,68,104,0,0,0,10,194,0,0.45091861289815777,0,16,1527222,overall,0,
Nathan Aké,6.5,22.8,6,0,0,0,0,0.08331249802042447,0,38,22,120,105.56396382688577,34,150,76,0,0,0,8,0,0,0,0,0,0,2,0,0,0,95.9573883262338,6,33.3613865273763,10,26,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,2,40,0,16,6,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,8,2,0,0,0,12,8,6,86,0,0,0,0,82,156,0,0.14446592658991858,0,12,1543305,overall,2,
Stefan Ortega,6.83,27.8,0,0,0,0,0,0.00107389060063916,0,12,16,74,158.39663614412177,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.586547506390175,0,0,0,0,18,0,2,2,124,0,0,0,0,0,0,0,0,2,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,4,106,12,0,,2,24,1681876,overall,2,0.4611716741222167
Erling Haaland,8.49,35.6,4,20,2,10,0,0.7322281131038222,0,14,8,228,26.353366093289623,4,50,38,6,0,61.151784181481815,2,0,0,0,0,0,0,40,18,26,6,8.740753244042885,18,47.430134864445215,62,37.93203777817448,1620,24.27478641729036,0,0,0,0,0,0,6,0,104,12,0,10,2,0,182,18,0,0,28,76,0,4,0,44,6,2,4,0,0,0,10,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,58,0,6,10,0,0,34,0,0,0,2,10,2,94,69.71790710247346,0,0,0,74,124,4,8.762741198482196,0,18,1516462,overall,18,
Bernardo Silva,7.9,160.9,4,0,8,0,4,0.6576011288494468,0,812,120,34,67.61434613799257,148,152,194,30,12,67.22889377858289,26,6,4,0,0,4,25.187740462467723,18,0,2,40,15.236779360174388,0,6,40,72.10634054220378,710,9.196830349243143,0,0,0,0,0,0,0,0,8,0,0,0,0,22,96.31264462428902,12,0,0,10,68,8,6,4,422,6,6,0,0,14,0,8,0,0,4,0,0,0,0,30,2,0,0,0,0,0,6,0,0,20,10,62,4,0,0,0,0,14,26,6,31.250342290107042,1922,0,0,0,338,264,0,2.984728054242397,0,74,1516494,overall,2,
Matheus Nunes,7.47,5.8,2,0,2,0,2,0.32951506844467926,2,68,12,214,32.26224755952252,36,96,16,12,8,50,14,0,0,0,0,0,5.026666900986779,2,0,0,0,6.5743693004749275,6,19.450143598041194,26,16.287600383277052,326,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,98.10597734088532,2,0,0,2,30,0,2,8,370,4,18,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,4,12,24,12,2,0,0,0,4,2,4,84.31617440764467,0,0,0,0,20,194,0,0.16096135616629778,0,6,1527205,overall,8,
Michail Antonio,5.45,61.1,22,0,2,2,0,0.05956575790377738,0,76,12,12,108.27663150877085,66,52,22,10,0,35.36648802459994,2,0,0,0,0,2,0,24,0,10,34,56,12,19.382118752080466,2,43.001379056280605,1510,5.1148655485490835,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10.544219124050642,0,0,0,24,30,2,8,8,158,10,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,10,8,8,66,36,0,0,0,2,0,0,134,1494,0,0,0,44,62,0,3.1152301493098786,0,10,1511946,overall,2,
Lucas Paquetá,6.38,62,12,2,0,0,0,1.1001929779379902,0,450,146,108,153.87625292458915,216,0,78,6,2,86.45475458692457,46,4,6,0,0,0,30,32,0,2,20,76.92767733475009,24,30.52834522414757,78,21.73160573145408,1302,17.906142113104437,0,0,0,0,0,0,0,0,16,10,0,0,0,18,15.582431571521631,6,0,2,0,148,4,12,54,14,14,30,0,0,2,0,4,0,0,4,0,0,0,0,2,4,0,0,0,0,0,6,102,0,12,20,2,60,24,0,0,0,114,20,2,74,591.7458829605339,0,0,0,66,156,0,1.7105961780344736,0,40,1511960,overall,6,
Jarrod Bowen,6.22,116.1,4,0,4,0,0,4.3683721838952625,0,172,46,574,64.11469117499277,72,282,122,30,54,21.233567883888036,24,8,0,0,0,22,34.07408117385701,38,6,12,4,0.7279036497984706,4,23.33438496866215,102,76.34035835505442,394,12.271751851827485,0,0,0,0,0,0,0,0,40,4,0,0,0,0,16.984807837109926,20,0,0,50,86,18,4,10,250,0,20,0,0,20,0,8,0,0,0,0,0,0,0,34,2,0,0,0,0,0,4,108,0,50,120,56,174,22,0,0,0,10,18,16,68,47.083207636588895,0,0,0,96,532,0,3.3814360446302643,0,28,1511952,overall,10,
Guido Rodríguez,7.91,162.5,2,0,0,0,0,0.053192991388064215,0,116,40,50,43.41923316192897,238,96,26,0,0,68,8,18,0,0,0,0,30,10,0,6,34,64.691095890174,2,69.5284967130755,12,72.35617409176587,730,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,72,12,0,0,4,110,4,20,22,924,8,12,0,0,16,0,2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,68,2,0,0,0,62,30,24,50,0,0,0,0,148,378,0,0.2581988869088705,0,14,1511984,overall,14,
Crysencio Summerville,6.54,156.5,10,0,0,2,0,0.421034318133948,2,220,4,70,150,38,28,34,18,6,6.545720532051831,12,0,2,0,0,12,46.23351304728018,0,4,0,38,90.61593148075896,0,2.9639068737921157,34,58.60909740669626,776,6.1245397146615055,0,0,0,0,0,0,0,0,6,0,0,0,0,0,28,6,0,0,12,126,0,0,0,220,2,4,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,22,8,48,12,0,0,0,2,16,2,54,382,0,0,0,66,46,0,0.6714702828620147,0,8,1511962,overall,12,
Carlos Soler,6.16,83.2,6,0,0,0,0,0.3825067211135913,0,46,54,378,166.92955655383548,100,0,92,6,2,64,0,0,2,0,0,0,4,2,4,4,20,37.24840225192389,2,24,32,10.474800541098485,268,0,0,0,0,0,0,0,0,0,4,8,0,0,0,16,93.61102181357444,0,0,0,4,54,6,38,22,422,8,12,0,0,6,0,10,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,2,2,6,38,4,0,0,0,30,6,4,72,0,0,0,0,100,214,0,0.45771668310876057,0,8,1585505,overall,6,
Luis Guilherme,6.15,17.9,2,0,0,0,0,0.0015747741760052257,0,2,0,4,17.616235406685774,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.56292059458099,0,0,0,48,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,1622428,overall,2,
Jean-Clair Todibo,7.65,48.1,12,0,0,0,0,0.05943378528487569,0,336,74,502,91.14357691487785,450,60,6,0,4,54.666816524704814,8,10,0,0,0,0,0,2,0,2,32,106.28421044575282,16,97.94911829614936,42,5.491425971909422,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.039210942551470396,6,0,2,2,14,0,36,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,34,4,0,0,0,30,22,18,119.19323331434674,0,0,0,0,284,22,0,0.1919344003541218,0,64,1511934,overall,14,
Konstantinos Mavropanos,6.9,128.9,16,0,0,0,0,0.016481881727985426,0,324,42,542,165.2412460990679,112,236,8,0,4,97.84225822499837,28,14,0,0,0,0,42,14,0,8,28,78.80248616819352,42,86.6555590983297,48,89.36977999728813,204,0,0,0,0,0,0,0,0,0,6,0,0,0,0,20,78,36,0,0,0,28,0,16,38,1110,2,4,0,0,2,2,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,10,0,0,0,0,0,4,6,0,0,0,88,6,22,22,0,0,0,0,226,202,0,1.1588805542241645,0,32,1511942,overall,0,
Aaron Cresswell,6.05,22.3,0,0,0,0,0,0.0010901050904941808,0,42,10,48,24.544944666803033,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,48,2,86.99166673481932,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,0.02127988891563043,0,4,1526832,overall,6,
